id,name,normalized_name,created_at,updated_at
2876,FANCY ESTATE,fancy estate,2016-09-29 20:27:27.127851,2016-09-29 20:27:27.127851
2877,Alcatraaaz Mansion,alcatraaaz mansion,2016-09-29 20:27:27.167717,2016-09-29 20:27:27.167717
2878,ALCATRAAAZ' HOUSE,alcatraaaz house,2016-09-29 20:27:27.33054,2016-09-29 20:27:27.33054
2879,SPRINGFIELD GLACIER PARK,springfield glacier park,2016-09-29 20:27:29.496316,2016-09-29 20:27:29.496316
2880,SPRINGFIELD SPRAWL*MART,springfield sprawlmart,2016-09-29 20:27:29.553834,2016-09-29 20:27:29.553834
2881,SPRINGFIELD GLACIER VISITOR CENTER,springfield glacier visitor center,2016-09-29 20:27:29.665834,2016-09-29 20:27:29.665834
2882,SPRAWL*MART,sprawlmart,2016-09-29 20:27:29.75204,2016-09-29 20:27:29.75204
2883,GLACIER VISITOR CENTER,glacier visitor center,2016-09-29 20:27:29.81018,2016-09-29 20:27:29.81018
2884,Springfield Glacier,springfield glacier,2016-09-29 20:27:29.878091,2016-09-29 20:27:29.878091
2885,FAMILY COURT,family court,2016-09-29 20:27:30.554844,2016-09-29 20:27:30.554844
2886,Bart's Sylvan Glade,bart sylvan glade,2016-09-29 20:27:30.989262,2016-09-29 20:27:30.989262
2887,Henhouse,henhouse,2016-09-29 20:27:31.469011,2016-09-29 20:27:31.469011
2888,SUBURBAN ROAD,suburban road,2016-09-29 20:27:31.502867,2016-09-29 20:27:31.502867
2889,Selma's Hospital Room,selma hospital room,2016-09-29 20:27:31.542133,2016-09-29 20:27:31.542133
2890,Springfield Orphanage,springfield orphanage,2016-09-29 20:27:31.679035,2016-09-29 20:27:31.679035
2891,CHINESE CONSULATE,chinese consulate,2016-09-29 20:27:31.748589,2016-09-29 20:27:31.748589
2892,ADOPTION AFFAIRS OFFICE,adoption affairs office,2016-09-29 20:27:31.756002,2016-09-29 20:27:31.756002
2893,BEIJING AIRPORT,beijing airport,2016-09-29 20:27:32.054122,2016-09-29 20:27:32.054122
2894,GREAT HALL OF THE PEOPLE,great hall of the people,2016-09-29 20:27:32.063167,2016-09-29 20:27:32.063167
2895,IN FRONT OF SHAOLIN TEMPLE,in front of shaolin temple,2016-09-29 20:27:32.14942,2016-09-29 20:27:32.14942
2896,MAO'S TOMB,mao tomb,2016-09-29 20:27:32.207571,2016-09-29 20:27:32.207571
2897,Great Wall of China,great wall of china,2016-09-29 20:27:32.220749,2016-09-29 20:27:32.220749
2898,Beijing Playhouse,beijing playhouse,2016-09-29 20:27:32.261637,2016-09-29 20:27:32.261637
2899,Playhouse,playhouse,2016-09-29 20:27:32.269691,2016-09-29 20:27:32.269691
2900,INSIDE FORBIDDEN CITY,inside forbidden city,2016-09-29 20:27:32.30335,2016-09-29 20:27:32.30335
2901,CHINESE STREET,chinese street,2016-09-29 20:27:32.348329,2016-09-29 20:27:32.348329
2902,ZHENGYICI THEATER,zhengyici theater,2016-09-29 20:27:32.429576,2016-09-29 20:27:32.429576
2903,Simpsons' Hotel,simpsons hotel,2016-09-29 20:27:32.67915,2016-09-29 20:27:32.67915
2904,ORPHANAGE,orphanage,2016-09-29 20:27:32.767933,2016-09-29 20:27:32.767933
2905,BEIJING STREET,beijing street,2016-09-29 20:27:32.870409,2016-09-29 20:27:32.870409
2906,FISHING WHARF,fishing wharf,2016-09-29 20:27:32.988722,2016-09-29 20:27:32.988722
2907,STRIP MALL INSURANCE AGENCY,strip mall insurance agency,2016-09-29 20:27:33.501018,2016-09-29 20:27:33.501018
2908,MERRY WIDOW LIFE INSURANCE,merry widow life insurance,2016-09-29 20:27:33.512511,2016-09-29 20:27:33.512511
2909,Motor Home,motor home,2016-09-29 20:27:34.080875,2016-09-29 20:27:34.080875
2910,RV DEALERSHIP,rv dealership,2016-09-29 20:27:34.632434,2016-09-29 20:27:34.632434
2911,TURNPIKE,turnpike,2016-09-29 20:27:34.785079,2016-09-29 20:27:34.785079
2912,REAR DECK OF SHIP,rear deck of ship,2016-09-29 20:27:35.076818,2016-09-29 20:27:35.076818
2913,Shelbyville Main Street,shelbyville main street,2016-09-29 20:27:35.40324,2016-09-29 20:27:35.40324
2914,Shelbyville,shelbyville,2016-09-29 20:27:35.419455,2016-09-29 20:27:35.419455
2915,FRANK GEHRY-STYLE HOUSE,frank gehry-style house,2016-09-29 20:27:35.738439,2016-09-29 20:27:35.738439
2916,SPRINGFIELD TOWN ASSEMBLY HALL,springfield town assembly hall,2016-09-29 20:27:35.768591,2016-09-29 20:27:35.768591
2917,Prison Shower,prison shower,2016-09-29 20:27:36.417335,2016-09-29 20:27:36.417335
2918,Homer's Cell,homer cell,2016-09-29 20:27:36.458211,2016-09-29 20:27:36.458211
2919,SNOWBALL'S OTHER FAMILY'S HOUSE,snowball other family house,2016-09-29 20:27:36.497988,2016-09-29 20:27:36.497988
2920,EXERCISE YARD,exercise yard,2016-09-29 20:27:36.580723,2016-09-29 20:27:36.580723
2921,Prison Library,prison library,2016-09-29 20:27:36.733759,2016-09-29 20:27:36.733759
2922,Woods Near Prison,woods near prison,2016-09-29 20:27:36.820892,2016-09-29 20:27:36.820892
2923,Prison Cellblock,prison cellblock,2016-09-29 20:27:36.89236,2016-09-29 20:27:36.89236
2924,Prison Kitchen,prison kitchen,2016-09-29 20:27:36.981557,2016-09-29 20:27:36.981557
2925,Gas Chamber,gas chamber,2016-09-29 20:27:37.041813,2016-09-29 20:27:37.041813
2926,Prison Room,prison room,2016-09-29 20:27:37.067546,2016-09-29 20:27:37.067546
2927,HIGH SCHOOL,high school,2016-09-29 20:27:37.815395,2016-09-29 20:27:37.815395
2928,HIGH SCHOOL GYM,high school gym,2016-09-29 20:27:37.836275,2016-09-29 20:27:37.836275
2929,CLIFF WITH CITY VIEW,cliff with city view,2016-09-29 20:27:38.076869,2016-09-29 20:27:38.076869
2930,UNDERWATER HOUSE,underwater house,2016-09-29 20:27:38.237455,2016-09-29 20:27:38.237455
2931,FUTURISTIC KWIK-E-MART,futuristic kwik-e-mart,2016-09-29 20:27:38.605177,2016-09-29 20:27:38.605177
2932,GRADUATION STAGE,graduation stage,2016-09-29 20:27:38.945227,2016-09-29 20:27:38.945227
2933,DECOMPRESSION CHAMBER,decompression chamber,2016-09-29 20:27:39.1645,2016-09-29 20:27:39.1645
2934,Knockers,knockers,2016-09-29 20:27:40.050868,2016-09-29 20:27:40.050868
2935,Builder's Barn,builder barn,2016-09-29 20:27:40.780508,2016-09-29 20:27:40.780508
2936,MENTAL HOSPITAL,mental hospital,2016-09-29 20:27:41.007453,2016-09-29 20:27:41.007453
2937,ELECTRO-SHOCK ROOM,electro-shock room,2016-09-29 20:27:41.187406,2016-09-29 20:27:41.187406
2938,CALMWOOD,calmwood,2016-09-29 20:27:41.234771,2016-09-29 20:27:41.234771
2939,Dr. Itchy's,dr itchy,2016-09-29 20:27:42.511646,2016-09-29 20:27:42.511646
2940,HEALTH SPA,health spa,2016-09-29 20:27:42.799859,2016-09-29 20:27:42.799859
2941,Serenity Ranch,serenity ranch,2016-09-29 20:27:42.807438,2016-09-29 20:27:42.807438
2942,Tab Spangler's Car,tab spangler car,2016-09-29 20:27:43.091573,2016-09-29 20:27:43.091573
2943,Front of Simpson Home,front of simpson home,2016-09-29 20:27:43.138612,2016-09-29 20:27:43.138612
2944,OUTSIDE WINDOW,outside window,2016-09-29 20:27:43.242165,2016-09-29 20:27:43.242165
2945,Van Houten Living Room,van houten living room,2016-09-29 20:27:43.962533,2016-09-29 20:27:43.962533
2946,Gospel for Less,gospel for less,2016-09-29 20:27:45.886708,2016-09-29 20:27:45.886708
2947,DESERT HIGHWAY,desert highway,2016-09-29 20:27:46.346433,2016-09-29 20:27:46.346433
2948,MESA,mesa,2016-09-29 20:27:46.396871,2016-09-29 20:27:46.396871
2949,SUSHI BAR,sushi bar,2016-09-29 20:27:46.653983,2016-09-29 20:27:46.653983
2950,DESERT ROAD OUTSIDE SPRINGFIELD,desert road outside springfield,2016-09-29 20:27:46.795079,2016-09-29 20:27:46.795079
2951,SPRINGFIELD MESA,springfield mesa,2016-09-29 20:27:46.810344,2016-09-29 20:27:46.810344
2952,UPSCALE RESORT LOBBY,upscale resort lobby,2016-09-29 20:27:46.850207,2016-09-29 20:27:46.850207
2953,Swanky Hotel Suite,swanky hotel suite,2016-09-29 20:27:46.942465,2016-09-29 20:27:46.942465
2954,God's Office,god office,2016-09-29 20:27:47.036684,2016-09-29 20:27:47.036684
2955,NPR RADIO STUDIO,npr radio studio,2016-09-29 20:27:47.570507,2016-09-29 20:27:47.570507
2956,LIMITED APPEAL THEATER,limited appeal theater,2016-09-29 20:27:47.745175,2016-09-29 20:27:47.745175
2957,FLANDERS' GUEST ROOM,flanders guest room,2016-09-29 20:27:48.03478,2016-09-29 20:27:48.03478
2958,FLANDERS' (FORMER) HOUSE,flanders house,2016-09-29 20:27:48.610511,2016-09-29 20:27:48.610511
2959,Humbleton,humbleton,2016-09-29 20:27:48.646006,2016-09-29 20:27:48.646006
2960,Humble Figurine Factory,humble figurine factory,2016-09-29 20:27:48.77373,2016-09-29 20:27:48.77373
2961,FLANDERS' HUMBLETON HOUSE,flanders humbleton house,2016-09-29 20:27:48.829884,2016-09-29 20:27:48.829884
2962,FLANDERS' SPRINGFIELD HOUSE,flanders springfield house,2016-09-29 20:27:49.04953,2016-09-29 20:27:49.04953
2963,ST. JEROME'S,st jerome,2016-09-29 20:27:49.782716,2016-09-29 20:27:49.782716
2964,Dublin Street,dublin street,2016-09-29 20:27:49.936279,2016-09-29 20:27:49.936279
2965,Confessional,confessional,2016-09-29 20:27:50.310568,2016-09-29 20:27:50.310568
2966,Lovejoy's Van,lovejoy van,2016-09-29 20:27:50.740144,2016-09-29 20:27:50.740144
2967,PROTESTANT YOUTH FEST FAIRGROUND,protestant youth fest fairground,2016-09-29 20:27:50.884304,2016-09-29 20:27:50.884304
2968,PROTESTANT YOUTH FEST,protestant youth fest,2016-09-29 20:27:50.893367,2016-09-29 20:27:50.893367
2969,YOUTH FESTIVAL,youth festival,2016-09-29 20:27:50.959907,2016-09-29 20:27:50.959907
2970,POST-APOCALYPTIC BATTLEFIELD,post-apocalyptic battlefield,2016-09-29 20:27:51.051793,2016-09-29 20:27:51.051793
2971,Fat Tony's Office,fat tony office,2016-09-29 20:27:51.440734,2016-09-29 20:27:51.440734
2972,HIGHWAY REST STOP,highway rest stop,2016-09-29 20:27:52.079045,2016-09-29 20:27:52.079045
2973,PAY PHONE,pay phone,2016-09-29 20:27:52.128552,2016-09-29 20:27:52.128552
2974,ROADSIDE CAFE,roadside cafe,2016-09-29 20:27:52.268659,2016-09-29 20:27:52.268659
2975,SOUTHERN COAST,southern coast,2016-09-29 20:27:52.409729,2016-09-29 20:27:52.409729
2976,Chicken Coop,chicken coop,2016-09-29 20:27:52.686298,2016-09-29 20:27:52.686298
2977,SOUTHERN COASTAL TOWN,southern coastal town,2016-09-29 20:27:52.881782,2016-09-29 20:27:52.881782
2978,STAMP MUSEUM,stamp museum,2016-09-29 20:27:53.755911,2016-09-29 20:27:53.755911
2979,LENNY'S FRONT LAWN,lenny front lawn,2016-09-29 20:27:53.801938,2016-09-29 20:27:53.801938
2980,Child's Bedroom,child bedroom,2016-09-29 20:27:53.965884,2016-09-29 20:27:53.965884
2981,Psychiatrist's Office,psychiatrist office,2016-09-29 20:27:54.432061,2016-09-29 20:27:54.432061
2982,OTHER SIDE OF THE GATE,other side of the gate,2016-09-29 20:27:54.581681,2016-09-29 20:27:54.581681
2983,First A. M. E. Church of Springfield,first a m e church of springfield,2016-09-29 20:27:55.403048,2016-09-29 20:27:55.403048
2984,Spinster City Apartments,spinster city apartments,2016-09-29 20:27:57.273667,2016-09-29 20:27:57.273667
2985,SPRINGFIELD HOSPITAL GROUNDS,springfield hospital grounds,2016-09-29 20:27:57.580567,2016-09-29 20:27:57.580567
2986,FOREST CLEARING,forest clearing,2016-09-29 20:27:57.787115,2016-09-29 20:27:57.787115
2987,BURNS ESTATE,burns estate,2016-09-29 20:27:58.045429,2016-09-29 20:27:58.045429
2988,Burns Dining Room,burns dining room,2016-09-29 20:27:58.053371,2016-09-29 20:27:58.053371
2989,SECLUDED MOUNTAIN CLEARING,secluded mountain clearing,2016-09-29 20:27:58.311087,2016-09-29 20:27:58.311087
2990,PARADISE PIER,paradise pier,2016-09-29 20:27:59.099376,2016-09-29 20:27:59.099376
2991,ANOTHER AREA OF THE PIER,another area of the pier,2016-09-29 20:27:59.208944,2016-09-29 20:27:59.208944
2992,Tea House,tea house,2016-09-29 20:27:59.625928,2016-09-29 20:27:59.625928
2993,SPRINGSHIRE,springshire,2016-09-29 20:27:59.896135,2016-09-29 20:27:59.896135
2994,Teahouse,teahouse,2016-09-29 20:27:59.925513,2016-09-29 20:27:59.925513
2995,Karaoke Store,karaoke store,2016-09-29 20:28:00.523122,2016-09-29 20:28:00.523122
2996,Arts And Crafts Store,arts and crafts store,2016-09-29 20:28:01.338176,2016-09-29 20:28:01.338176
2997,Cletus and Brandine's Pickup Truck,cletus and brandine pickup truck,2016-09-29 20:28:02.266823,2016-09-29 20:28:02.266823
2998,Quimby's Bedroom,quimby bedroom,2016-09-29 20:28:02.520108,2016-09-29 20:28:02.520108
2999,TV SOUNDSTAGE,tv soundstage,2016-09-29 20:28:02.96332,2016-09-29 20:28:02.96332
3000,MAYORAL MANSION,mayoral mansion,2016-09-29 20:28:03.280533,2016-09-29 20:28:03.280533
3001,ITALIAN COUNTRYSIDE,italian countryside,2016-09-29 20:28:04.133305,2016-09-29 20:28:04.133305
3002,Little Italy,little italy,2016-09-29 20:28:04.333476,2016-09-29 20:28:04.333476
3003,SKIES ABOVE SPRINGFIELD,skies above springfield,2016-09-29 20:28:04.427346,2016-09-29 20:28:04.427346
3004,TAMMY'S REC ROOM,tammy rec room,2016-09-29 20:28:04.46797,2016-09-29 20:28:04.46797
3005,CHILDREN'S HOSPITAL,children hospital,2016-09-29 20:28:04.552217,2016-09-29 20:28:04.552217
3006,Burns's Basement,burns basement,2016-09-29 20:28:04.873059,2016-09-29 20:28:04.873059
3007,LAWN,lawn,2016-09-29 20:28:04.948976,2016-09-29 20:28:04.948976
3008,STREET NEXT TO SPRINGFIELD ELEMENTARY,street next to springfield elementary,2016-09-29 20:28:05.377473,2016-09-29 20:28:05.377473
3009,Italy,italy,2016-09-29 20:28:05.646459,2016-09-29 20:28:05.646459
3010,Lamborgotti Factory,lamborgotti factory,2016-09-29 20:28:05.695984,2016-09-29 20:28:05.695984
3011,ITALIAN HIGHWAY,italian highway,2016-09-29 20:28:05.782217,2016-09-29 20:28:05.782217
3012,PISA,pisa,2016-09-29 20:28:05.791772,2016-09-29 20:28:05.791772
3013,POMPEII,pompeii,2016-09-29 20:28:05.829979,2016-09-29 20:28:05.829979
3014,Salsiccia Town Square,salsiccia town square,2016-09-29 20:28:06.000215,2016-09-29 20:28:06.000215
3015,PALAZZO,palazzo,2016-09-29 20:28:06.099692,2016-09-29 20:28:06.099692
3016,WELL-APPOINTED STUDY,well-appointed study,2016-09-29 20:28:06.199624,2016-09-29 20:28:06.199624
3017,Tuscan Countryside,tuscan countryside,2016-09-29 20:28:06.24368,2016-09-29 20:28:06.24368
3018,WINE VAT,wine vat,2016-09-29 20:28:06.316194,2016-09-29 20:28:06.316194
3019,ROW OF SHOPS,row of shops,2016-09-29 20:28:06.59503,2016-09-29 20:28:06.59503
3020,SAUSAGE SHOP,sausage shop,2016-09-29 20:28:06.604253,2016-09-29 20:28:06.604253
3021,FIELD ON THE EDGE OF TOWN,field on the edge of town,2016-09-29 20:28:06.653447,2016-09-29 20:28:06.653447
3022,Sideshow Bob's House,sideshow bob house,2016-09-29 20:28:06.681601,2016-09-29 20:28:06.681601
3023,Rome,rome,2016-09-29 20:28:07.029614,2016-09-29 20:28:07.029614
3024,ROMAN STREET,roman street,2016-09-29 20:28:07.144076,2016-09-29 20:28:07.144076
3025,INSIDE COLOSSEUM,inside colosseum,2016-09-29 20:28:07.275116,2016-09-29 20:28:07.275116
3026,INSIDE THE COLOSSEUM,inside the colosseum,2016-09-29 20:28:07.337977,2016-09-29 20:28:07.337977
3027,NAZARETH (1 B.C.),nazareth,2016-09-29 20:28:07.77521,2016-09-29 20:28:07.77521
3028,MARY'S HOUSE,mary house,2016-09-29 20:28:07.789589,2016-09-29 20:28:07.789589
3029,King Herod's Palace,king herod palace,2016-09-29 20:28:07.870469,2016-09-29 20:28:07.870469
3030,INN,inn,2016-09-29 20:28:07.945475,2016-09-29 20:28:07.945475
3031,Bethlehem Inn,bethlehem inn,2016-09-29 20:28:07.954104,2016-09-29 20:28:07.954104
3032,SKY OVER THE PACIFIC,sky over the pacific,2016-09-29 20:28:08.50343,2016-09-29 20:28:08.50343
3033,PACIFIC ATOLL,pacific atoll,2016-09-29 20:28:08.538417,2016-09-29 20:28:08.538417
3034,Tahiti,tahiti,2016-09-29 20:28:08.984207,2016-09-29 20:28:08.984207
3035,DUMPSTER,dumpster,2016-09-29 20:28:09.271513,2016-09-29 20:28:09.271513
3036,TOLL ROAD,toll road,2016-09-29 20:28:09.769307,2016-09-29 20:28:09.769307
3037,Car Behind Marge,car behind marge,2016-09-29 20:28:09.876527,2016-09-29 20:28:09.876527
3038,Tire Fire,tire fire,2016-09-29 20:28:09.967318,2016-09-29 20:28:09.967318
3039,Moe's House,moe house,2016-09-29 20:28:10.069316,2016-09-29 20:28:10.069316
3040,MASON'S HOUSE,mason house,2016-09-29 20:28:10.334932,2016-09-29 20:28:10.334932
3041,MASON'S BOAT,mason boat,2016-09-29 20:28:10.643825,2016-09-29 20:28:10.643825
3042,SPANISH GALLEON,spanish galleon,2016-09-29 20:28:10.68825,2016-09-29 20:28:10.68825
3043,SUBMERSIBLE,submersible,2016-09-29 20:28:11.103091,2016-09-29 20:28:11.103091
3044,STEAM TUNNEL,steam tunnel,2016-09-29 20:28:11.88018,2016-09-29 20:28:11.88018
3045,Boiler Room,boiler room,2016-09-29 20:28:11.922266,2016-09-29 20:28:11.922266
3046,SIXTH GRADE CLASS,sixth grade class,2016-09-29 20:28:11.988866,2016-09-29 20:28:11.988866
3047,BAND ROOM,band room,2016-09-29 20:28:12.016586,2016-09-29 20:28:12.016586
3048,ROADSIDE DINER,roadside diner,2016-09-29 20:28:12.638743,2016-09-29 20:28:12.638743
3049,Bathroom Stall,bathroom stall,2016-09-29 20:28:12.802861,2016-09-29 20:28:12.802861
3050,Diner Bathroom,diner bathroom,2016-09-29 20:28:12.856261,2016-09-29 20:28:12.856261
3051,YARD SALE,yard sale,2016-09-29 20:28:13.022242,2016-09-29 20:28:13.022242
3052,UPWARD BOUND CAMP,upward bound camp,2016-09-29 20:28:13.348291,2016-09-29 20:28:13.348291
3053,Go-cart Track,go-cart track,2016-09-29 20:28:13.859053,2016-09-29 20:28:13.859053
3054,BEHIND THE SCHOOL,behind the school,2016-09-29 20:28:14.103682,2016-09-29 20:28:14.103682
3055,Pants Factory,pants factory,2016-09-29 20:28:14.364532,2016-09-29 20:28:14.364532
3056,CAVERNS,caverns,2016-09-29 20:28:15.546964,2016-09-29 20:28:15.546964
3057,LARGE MARBLE-FLOORED ROOM,large marble-floored room,2016-09-29 20:28:15.949143,2016-09-29 20:28:15.949143
3058,TOWER,tower,2016-09-29 20:28:15.984554,2016-09-29 20:28:15.984554
3059,TOWER ATTIC ROOM,tower attic room,2016-09-29 20:28:15.994985,2016-09-29 20:28:15.994985
3060,EXCLUDERS' CLUB,excluders club,2016-09-29 20:28:16.052793,2016-09-29 20:28:16.052793
3061,FOG-SHROUDED FIELD,fog-shrouded field,2016-09-29 20:28:16.224203,2016-09-29 20:28:16.224203
3062,CHAMBER OF CAVE,chamber of cave,2016-09-29 20:28:16.51124,2016-09-29 20:28:16.51124
3063,Upscale Restaurant,upscale restaurant,2016-09-29 20:28:16.719628,2016-09-29 20:28:16.719628
3064,Moeview Motel,moeview motel,2016-09-29 20:28:16.932372,2016-09-29 20:28:16.932372
3065,Edna's Apartment Building,edna apartment building,2016-09-29 20:28:16.975005,2016-09-29 20:28:16.975005
3066,SHEEP'S THOUGHT BUBBLE (BIGHORN SHEEP'S STORY),sheep thought bubble,2016-09-29 20:28:17.305947,2016-09-29 20:28:17.305947
3067,Burns's Attic,burns attic,2016-09-29 20:28:17.322527,2016-09-29 20:28:17.322527
3068,CAVE MOUTH,cave mouth,2016-09-29 20:28:17.428024,2016-09-29 20:28:17.428024
3069,CAVE CHAMBER,cave chamber,2016-09-29 20:28:17.457203,2016-09-29 20:28:17.457203
3070,OUTSIDE SCHOOL,outside school,2016-09-29 20:28:17.688861,2016-09-29 20:28:17.688861
3071,Riverbank Park,riverbank park,2016-09-29 20:28:17.864593,2016-09-29 20:28:17.864593
3072,RIVERSIDE PARK,riverside park,2016-09-29 20:28:17.942061,2016-09-29 20:28:17.942061
3073,OLD WOODEN MILL,old wooden mill,2016-09-29 20:28:18.072722,2016-09-29 20:28:18.072722
3074,MILL,mill,2016-09-29 20:28:18.088339,2016-09-29 20:28:18.088339
3075,Animal Retirement Home,animal retirement home,2016-09-29 20:28:18.746768,2016-09-29 20:28:18.746768
3076,CHIMP HABITAT,chimp habitat,2016-09-29 20:28:19.166694,2016-09-29 20:28:19.166694
3077,Ruffintumble's Fun Zone,ruffintumble fun zone,2016-09-29 20:28:19.193017,2016-09-29 20:28:19.193017
3078,Swanky Apartment Building,swanky apartment building,2016-09-29 20:28:19.881975,2016-09-29 20:28:19.881975
3079,Lenny's Bedroom,lenny bedroom,2016-09-29 20:28:19.923383,2016-09-29 20:28:19.923383
3080,Lenny's Apartment Building,lenny apartment building,2016-09-29 20:28:20.070931,2016-09-29 20:28:20.070931
3081,FOX LOT,fox lot,2016-09-29 20:28:20.281069,2016-09-29 20:28:20.281069
3082,FOX NETWORK BUILDING,fox network building,2016-09-29 20:28:20.341774,2016-09-29 20:28:20.341774
3083,SUBURBAN CONNECTICUT HOME,suburban connecticut home,2016-09-29 20:28:20.800912,2016-09-29 20:28:20.800912
3084,Dank Irish Pub,dank irish pub,2016-09-29 20:28:21.287156,2016-09-29 20:28:21.287156
3085,CHARLES AND VERITY'S HOUSE,charles and verity house,2016-09-29 20:28:21.317987,2016-09-29 20:28:21.317987
3086,Professional Football Headquarters,professional football headquarters,2016-09-29 20:28:22.06931,2016-09-29 20:28:22.06931
3087,Duff Beer Etc. Stadium,duff beer etc stadium,2016-09-29 20:28:22.263478,2016-09-29 20:28:22.263478
3088,Dr. Egoyan's Office,dr egoyan office,2016-09-29 20:28:22.72443,2016-09-29 20:28:22.72443
3089,SUICIDE ROOM,suicide room,2016-09-29 20:28:22.765006,2016-09-29 20:28:22.765006
3090,Another Springfield Street,another springfield street,2016-09-29 20:28:23.305643,2016-09-29 20:28:23.305643
3091,Bangalore Airport,bangalore airport,2016-09-29 20:28:24.140993,2016-09-29 20:28:24.140993
3092,BANGALORE MARKET PLACE,bangalore market place,2016-09-29 20:28:24.211365,2016-09-29 20:28:24.211365
3093,Bangalore,bangalore,2016-09-29 20:28:24.240193,2016-09-29 20:28:24.240193
3094,Bangalore Nuclear Power Plant,bangalore nuclear power plant,2016-09-29 20:28:24.410362,2016-09-29 20:28:24.410362
3095,Concrete Apartment Building,concrete apartment building,2016-09-29 20:28:24.612101,2016-09-29 20:28:24.612101
3096,Kavi's Apartment,kavi apartment,2016-09-29 20:28:24.619868,2016-09-29 20:28:24.619868
