Source	Target	Weight	Type
237	249	1	Undirected
88	454	1	Undirected
93	447	1	Undirected
14	147	1	Undirected
140	355	1	Undirected
77	336	1	Undirected
9	11	1	Undirected
140	457	1	Undirected
78	457	1	Undirected
26	379	2	Undirected
204	557	1	Undirected
49	407	1	Undirected
222	465	2	Undirected
67	561	1	Undirected
123	538	1	Undirected
247	275	1	Undirected
65	92	16	Undirected
350	483	1	Undirected
28	145	3	Undirected
349	365	1	Undirected
10	50	1	Undirected
113	215	1	Undirected
47	404	1	Undirected
79	508	1	Undirected
350	370	1	Undirected
92	246	2	Undirected
91	249	1	Undirected
183	200	1	Undirected
117	549	1	Undirected
126	291	1	Undirected
386	393	1	Undirected
493	501	1	Undirected
112	288	1	Undirected
488	504	1	Undirected
76	109	1	Undirected
79	454	1	Undirected
90	103	1	Undirected
38	248	1	Undirected
288	293	1	Undirected
59	433	1	Undirected
516	517	1	Undirected
124	369	1	Undirected
150	163	1	Undirected
115	118	1	Undirected
36	300	4	Undirected
81	206	1	Undirected
14	411	1	Undirected
90	564	1	Undirected
75	102	7	Undirected
5	225	1	Undirected
453	483	1	Undirected
28	459	1	Undirected
59	333	1	Undirected
238	263	1	Undirected
334	335	1	Undirected
235	509	1	Undirected
76	316	1	Undirected
49	433	1	Undirected
15	111	2	Undirected
59	369	1	Undirected
45	498	1	Undirected
117	393	1	Undirected
92	226	1	Undirected
403	410	1	Undirected
129	558	1	Undirected
102	270	4	Undirected
18	188	1	Undirected
15	21	1	Undirected
122	230	3	Undirected
67	335	1	Undirected
73	132	1	Undirected
108	308	1	Undirected
111	450	1	Undirected
32	46	10	Undirected
81	278	1	Undirected
6	72	1	Undirected
12	548	1	Undirected
18	548	1	Undirected
303	311	1	Undirected
122	318	2	Undirected
191	193	1	Undirected
49	245	2	Undirected
68	490	1	Undirected
90	263	2	Undirected
460	467	1	Undirected
100	102	4	Undirected
32	231	1	Undirected
28	274	1	Undirected
49	184	1	Undirected
52	181	3	Undirected
45	340	1	Undirected
182	187	1	Undirected
122	577	1	Undirected
90	561	1	Undirected
461	463	1	Undirected
448	476	1	Undirected
145	439	1	Undirected
32	196	1	Undirected
280	299	1	Undirected
245	246	1	Undirected
97	145	1	Undirected
93	285	1	Undirected
77	179	2	Undirected
183	230	1	Undirected
19	106	6	Undirected
18	169	1	Undirected
315	328	1	Undirected
73	452	1	Undirected
119	386	1	Undirected
134	152	1	Undirected
55	461	1	Undirected
117	257	1	Undirected
64	597	1	Undirected
77	80	1	Undirected
108	423	1	Undirected
111	271	1	Undirected
19	581	1	Undirected
126	299	1	Undirected
114	120	2	Undirected
21	49	1	Undirected
59	396	1	Undirected
46	316	2	Undirected
14	163	5	Undirected
122	173	1	Undirected
16	67	1	Undirected
157	285	1	Undirected
120	547	1	Undirected
48	84	2	Undirected
140	378	1	Undirected
77	294	1	Undirected
77	134	1	Undirected
20	322	1	Undirected
109	119	1	Undirected
119	344	1	Undirected
96	235	5	Undirected
126	339	1	Undirected
143	435	1	Undirected
64	171	3	Undirected
64	476	1	Undirected
12	206	1	Undirected
30	257	1	Undirected
95	105	1	Undirected
90	492	1	Undirected
167	479	2	Undirected
74	506	1	Undirected
324	328	1	Undirected
143	163	3	Undirected
95	108	2	Undirected
108	342	1	Undirected
508	510	1	Undirected
12	381	3	Undirected
133	387	1	Undirected
19	22	7	Undirected
338	367	1	Undirected
96	321	1	Undirected
159	460	1	Undirected
12	504	1	Undirected
153	446	1	Undirected
62	69	1	Undirected
144	290	1	Undirected
183	213	1	Undirected
73	383	1	Undirected
403	408	1	Undirected
76	117	4	Undirected
381	394	1	Undirected
269	456	1	Undirected
124	148	1	Undirected
90	558	1	Undirected
102	129	7	Undirected
179	548	1	Undirected
81	216	1	Undirected
19	526	1	Undirected
30	573	1	Undirected
129	144	3	Undirected
11	53	1	Undirected
114	479	2	Undirected
15	235	1	Undirected
117	458	1	Undirected
18	219	1	Undirected
79	586	1	Undirected
33	49	7	Undirected
28	348	1	Undirected
96	129	10	Undirected
214	576	1	Undirected
166	346	1	Undirected
28	216	1	Undirected
108	262	4	Undirected
70	382	1	Undirected
36	129	7	Undirected
271	287	1	Undirected
240	343	1	Undirected
32	552	2	Undirected
159	350	2	Undirected
12	130	1	Undirected
90	536	1	Undirected
86	360	1	Undirected
516	526	1	Undirected
12	195	1	Undirected
33	423	1	Undirected
47	514	2	Undirected
65	315	1	Undirected
55	327	1	Undirected
246	321	1	Undirected
112	125	3	Undirected
83	120	1	Undirected
66	106	2	Undirected
30	281	1	Undirected
273	275	1	Undirected
238	262	1	Undirected
122	548	1	Undirected
98	241	1	Undirected
124	444	1	Undirected
20	303	1	Undirected
68	359	1	Undirected
84	555	1	Undirected
188	208	1	Undirected
55	485	1	Undirected
120	388	1	Undirected
584	585	1	Undirected
20	221	1	Undirected
90	539	1	Undirected
57	279	1	Undirected
270	379	2	Undirected
402	408	1	Undirected
111	236	1	Undirected
42	159	1	Undirected
188	225	1	Undirected
38	294	1	Undirected
23	433	1	Undirected
36	510	1	Undirected
47	360	1	Undirected
117	139	5	Undirected
426	429	1	Undirected
94	108	2	Undirected
30	119	4	Undirected
18	371	1	Undirected
166	186	1	Undirected
77	392	1	Undirected
96	599	1	Undirected
249	269	1	Undirected
65	242	1	Undirected
55	466	1	Undirected
27	41	1	Undirected
167	171	2	Undirected
75	367	1	Undirected
111	143	2	Undirected
71	72	1	Undirected
30	548	1	Undirected
338	357	1	Undirected
20	71	1	Undirected
113	398	1	Undirected
19	291	2	Undirected
30	234	5	Undirected
338	360	1	Undirected
230	263	2	Undirected
114	157	3	Undirected
150	558	1	Undirected
74	251	3	Undirected
5	80	1	Undirected
81	224	1	Undirected
112	214	2	Undirected
443	487	1	Undirected
18	203	1	Undirected
113	169	1	Undirected
247	559	1	Undirected
74	142	1	Undirected
139	168	1	Undirected
84	460	1	Undirected
128	355	1	Undirected
47	54	1	Undirected
88	114	5	Undirected
108	419	1	Undirected
108	156	1	Undirected
97	168	1	Undirected
127	234	5	Undirected
19	32	16	Undirected
69	73	1	Undirected
67	464	1	Undirected
27	56	1	Undirected
70	101	1	Undirected
13	29	1	Undirected
304	512	1	Undirected
47	449	1	Undirected
143	199	1	Undirected
7	69	1	Undirected
23	31	1	Undirected
70	373	1	Undirected
188	209	1	Undirected
70	341	1	Undirected
102	143	4	Undirected
67	116	2	Undirected
474	484	1	Undirected
151	162	5	Undirected
91	337	1	Undirected
108	224	1	Undirected
333	366	1	Undirected
49	223	1	Undirected
103	104	1	Undirected
267	268	1	Undirected
214	361	1	Undirected
59	326	1	Undirected
96	499	1	Undirected
147	167	1	Undirected
214	230	2	Undirected
20	136	2	Undirected
446	452	1	Undirected
34	172	1	Undirected
168	172	1	Undirected
32	542	1	Undirected
168	291	1	Undirected
122	269	2	Undirected
214	311	1	Undirected
162	479	2	Undirected
33	308	1	Undirected
18	36	8	Undirected
65	451	2	Undirected
157	512	1	Undirected
18	472	1	Undirected
92	504	1	Undirected
73	264	1	Undirected
304	524	1	Undirected
23	183	1	Undirected
265	267	1	Undirected
89	284	1	Undirected
460	461	1	Undirected
362	367	1	Undirected
42	72	1	Undirected
316	366	1	Undirected
267	269	1	Undirected
379	591	1	Undirected
59	237	2	Undirected
120	170	1	Undirected
36	240	4	Undirected
115	289	1	Undirected
45	507	1	Undirected
12	430	1	Undirected
28	272	1	Undirected
65	147	1	Undirected
25	162	1	Undirected
100	268	1	Undirected
240	341	1	Undirected
47	135	4	Undirected
123	274	1	Undirected
139	531	1	Undirected
3	8	1	Undirected
47	463	1	Undirected
176	208	1	Undirected
64	589	1	Undirected
92	284	2	Undirected
70	256	1	Undirected
84	111	3	Undirected
93	435	1	Undirected
167	586	1	Undirected
42	368	1	Undirected
67	535	1	Undirected
597	598	1	Undirected
1	21	1	Undirected
162	265	1	Undirected
140	426	1	Undirected
14	210	1	Undirected
107	124	1	Undirected
120	561	1	Undirected
49	122	13	Undirected
163	479	1	Undirected
57	346	1	Undirected
2	25	1	Undirected
200	229	1	Undirected
78	343	1	Undirected
230	244	1	Undirected
234	356	1	Undirected
14	167	6	Undirected
122	244	1	Undirected
93	568	1	Undirected
47	473	1	Undirected
379	388	4	Undirected
84	429	1	Undirected
45	474	1	Undirected
171	286	1	Undirected
22	511	1	Undirected
76	90	3	Undirected
32	390	1	Undirected
65	468	2	Undirected
65	400	1	Undirected
400	409	1	Undirected
31	49	1	Undirected
17	54	1	Undirected
125	478	1	Undirected
117	386	1	Undirected
3	35	1	Undirected
43	52	1	Undirected
77	140	11	Undirected
88	497	1	Undirected
125	264	1	Undirected
90	168	1	Undirected
245	265	1	Undirected
96	205	1	Undirected
48	81	4	Undirected
25	48	1	Undirected
5	506	1	Undirected
5	218	3	Undirected
22	163	2	Undirected
136	449	1	Undirected
67	155	1	Undirected
128	253	1	Undirected
201	208	1	Undirected
3	240	1	Undirected
2	14	1	Undirected
129	166	7	Undirected
82	125	2	Undirected
32	306	1	Undirected
12	494	1	Undirected
73	392	1	Undirected
17	52	1	Undirected
181	205	1	Undirected
113	442	1	Undirected
124	381	1	Undirected
96	114	7	Undirected
10	22	1	Undirected
182	227	1	Undirected
143	180	1	Undirected
499	509	1	Undirected
179	221	1	Undirected
59	262	5	Undirected
59	383	1	Undirected
111	462	1	Undirected
12	103	1	Undirected
22	319	1	Undirected
438	598	1	Undirected
91	242	1	Undirected
59	278	1	Undirected
102	438	1	Undirected
45	202	1	Undirected
58	77	2	Undirected
166	172	1	Undirected
304	307	1	Undirected
102	322	1	Undirected
230	479	1	Undirected
181	184	1	Undirected
10	17	1	Undirected
151	345	1	Undirected
145	240	2	Undirected
129	328	1	Undirected
136	475	1	Undirected
34	134	1	Undirected
174	404	1	Undirected
75	249	1	Undirected
300	449	1	Undirected
269	475	1	Undirected
1	588	1	Undirected
443	544	1	Undirected
126	234	4	Undirected
128	370	1	Undirected
317	319	1	Undirected
89	443	1	Undirected
122	539	1	Undirected
112	217	1	Undirected
117	534	1	Undirected
117	274	1	Undirected
327	328	1	Undirected
115	131	1	Undirected
379	486	2	Undirected
114	359	1	Undirected
181	333	1	Undirected
48	59	5	Undirected
140	479	1	Undirected
174	183	1	Undirected
88	270	5	Undirected
115	259	1	Undirected
471	481	1	Undirected
242	270	1	Undirected
246	275	1	Undirected
19	90	9	Undirected
22	33	3	Undirected
468	571	1	Undirected
128	562	1	Undirected
181	409	1	Undirected
86	158	1	Undirected
251	387	1	Undirected
162	195	1	Undirected
222	453	1	Undirected
126	542	1	Undirected
176	217	1	Undirected
72	260	2	Undirected
38	302	1	Undirected
215	227	1	Undirected
89	322	1	Undirected
67	157	4	Undirected
174	222	1	Undirected
303	306	1	Undirected
111	483	1	Undirected
3	336	1	Undirected
67	201	1	Undirected
22	204	1	Undirected
166	341	1	Undirected
122	282	1	Undirected
119	451	1	Undirected
171	549	1	Undirected
91	338	1	Undirected
79	92	16	Undirected
70	126	9	Undirected
214	347	1	Undirected
70	340	1	Undirected
153	327	1	Undirected
14	330	3	Undirected
33	373	1	Undirected
4	73	1	Undirected
173	190	1	Undirected
319	329	1	Undirected
108	211	1	Undirected
373	389	1	Undirected
91	318	1	Undirected
197	228	1	Undirected
447	481	1	Undirected
125	279	1	Undirected
88	121	2	Undirected
112	291	1	Undirected
84	459	1	Undirected
19	559	1	Undirected
64	280	1	Undirected
56	260	1	Undirected
234	366	1	Undirected
68	125	7	Undirected
100	438	1	Undirected
1	573	1	Undirected
59	290	1	Undirected
48	227	1	Undirected
123	560	1	Undirected
2	32	1	Undirected
77	458	1	Undirected
223	224	1	Undirected
111	255	1	Undirected
122	190	1	Undirected
47	424	1	Undirected
125	218	5	Undirected
5	289	2	Undirected
139	181	2	Undirected
18	202	1	Undirected
108	290	1	Undirected
15	468	1	Undirected
73	550	1	Undirected
129	424	1	Undirected
1	580	1	Undirected
24	54	1	Undirected
15	350	2	Undirected
63	118	1	Undirected
22	103	1	Undirected
47	492	1	Undirected
96	416	1	Undirected
38	580	1	Undirected
38	237	1	Undirected
148	157	1	Undirected
74	381	1	Undirected
516	518	1	Undirected
218	236	1	Undirected
134	170	1	Undirected
49	99	1	Undirected
49	123	7	Undirected
28	365	1	Undirected
132	157	1	Undirected
327	469	1	Undirected
114	292	1	Undirected
127	160	4	Undirected
215	231	1	Undirected
23	247	3	Undirected
106	518	1	Undirected
77	225	1	Undirected
19	421	1	Undirected
88	219	1	Undirected
117	391	1	Undirected
327	536	1	Undirected
109	117	1	Undirected
74	268	1	Undirected
57	283	1	Undirected
30	112	1	Undirected
182	228	1	Undirected
235	303	1	Undirected
67	476	1	Undirected
104	109	1	Undirected
544	547	1	Undirected
300	474	1	Undirected
7	56	1	Undirected
447	450	1	Undirected
113	476	1	Undirected
557	559	1	Undirected
122	147	1	Undirected
157	166	3	Undirected
89	583	1	Undirected
76	256	1	Undirected
204	543	1	Undirected
33	57	2	Undirected
29	65	1	Undirected
128	540	1	Undirected
287	291	1	Undirected
78	255	1	Undirected
214	427	1	Undirected
59	487	1	Undirected
214	273	1	Undirected
343	348	1	Undirected
211	230	1	Undirected
64	86	5	Undirected
5	113	4	Undirected
19	535	1	Undirected
197	208	1	Undirected
123	292	1	Undirected
383	384	1	Undirected
206	216	1	Undirected
304	329	1	Undirected
59	544	1	Undirected
214	323	1	Undirected
179	182	1	Undirected
124	478	1	Undirected
517	526	1	Undirected
32	35	1	Undirected
98	266	1	Undirected
91	170	1	Undirected
12	96	15	Undirected
307	325	1	Undirected
183	232	1	Undirected
36	247	4	Undirected
205	214	1	Undirected
108	214	6	Undirected
145	239	1	Undirected
512	516	1	Undirected
129	288	1	Undirected
12	385	1	Undirected
101	103	1	Undirected
5	235	1	Undirected
163	298	1	Undirected
378	387	1	Undirected
15	61	1	Undirected
184	227	1	Undirected
117	138	1	Undirected
32	473	1	Undirected
78	268	1	Undirected
11	45	4	Undirected
28	369	1	Undirected
46	80	1	Undirected
96	498	1	Undirected
395	410	1	Undirected
218	497	1	Undirected
5	507	1	Undirected
20	391	1	Undirected
1	39	1	Undirected
114	446	1	Undirected
235	318	1	Undirected
81	457	1	Undirected
65	93	14	Undirected
176	186	1	Undirected
560	561	1	Undirected
22	285	1	Undirected
114	235	3	Undirected
127	474	1	Undirected
113	573	1	Undirected
73	517	2	Undirected
214	252	1	Undirected
394	405	1	Undirected
49	207	1	Undirected
36	479	1	Undirected
94	240	1	Undirected
15	98	1	Undirected
32	476	1	Undirected
52	121	3	Undirected
186	212	1	Undirected
307	331	1	Undirected
63	265	1	Undirected
34	80	1	Undirected
18	247	4	Undirected
214	336	1	Undirected
127	207	1	Undirected
96	328	1	Undirected
190	199	1	Undirected
67	382	1	Undirected
96	319	1	Undirected
15	234	3	Undirected
384	406	1	Undirected
117	467	1	Undirected
318	381	1	Undirected
18	31	1	Undirected
57	318	1	Undirected
102	155	1	Undirected
65	560	1	Undirected
495	505	1	Undirected
18	517	1	Undirected
214	221	1	Undirected
7	62	1	Undirected
14	60	4	Undirected
278	286	1	Undirected
65	321	1	Undirected
124	577	1	Undirected
458	466	1	Undirected
56	459	1	Undirected
14	289	2	Undirected
12	493	1	Undirected
240	436	1	Undirected
92	119	8	Undirected
443	447	1	Undirected
73	376	1	Undirected
185	194	1	Undirected
35	44	1	Undirected
52	150	3	Undirected
92	163	3	Undirected
93	473	1	Undirected
218	467	1	Undirected
87	113	1	Undirected
67	131	1	Undirected
395	411	1	Undirected
77	543	1	Undirected
96	373	1	Undirected
160	445	1	Undirected
36	508	1	Undirected
22	483	1	Undirected
96	450	1	Undirected
145	324	1	Undirected
33	39	1	Undirected
52	314	1	Undirected
45	543	1	Undirected
362	366	1	Undirected
263	276	1	Undirected
70	414	1	Undirected
395	401	1	Undirected
64	586	1	Undirected
159	479	1	Undirected
127	241	1	Undirected
200	226	1	Undirected
14	77	16	Undirected
122	350	1	Undirected
214	345	1	Undirected
70	112	3	Undirected
108	287	1	Undirected
36	75	8	Undirected
173	194	1	Undirected
58	574	1	Undirected
18	387	1	Undirected
167	464	1	Undirected
33	181	1	Undirected
1	68	3	Undirected
143	595	1	Undirected
218	546	1	Undirected
88	194	1	Undirected
70	531	1	Undirected
52	405	1	Undirected
105	122	1	Undirected
139	508	1	Undirected
176	203	1	Undirected
235	507	1	Undirected
57	64	4	Undirected
436	486	1	Undirected
159	241	1	Undirected
67	452	1	Undirected
28	248	1	Undirected
474	483	1	Undirected
122	126	8	Undirected
66	300	1	Undirected
83	128	1	Undirected
38	209	1	Undirected
113	251	2	Undirected
1	242	1	Undirected
147	148	1	Undirected
152	167	1	Undirected
59	411	1	Undirected
70	93	13	Undirected
159	451	1	Undirected
19	522	1	Undirected
126	241	1	Undirected
185	229	1	Undirected
452	459	1	Undirected
157	297	1	Undirected
46	461	1	Undirected
475	478	1	Undirected
65	406	1	Undirected
124	229	1	Undirected
159	375	1	Undirected
67	296	1	Undirected
19	344	1	Undirected
121	288	1	Undirected
55	69	1	Undirected
459	467	1	Undirected
119	167	2	Undirected
38	235	4	Undirected
18	209	2	Undirected
38	100	5	Undirected
97	126	3	Undirected
580	599	1	Undirected
123	350	1	Undirected
29	43	1	Undirected
379	431	1	Undirected
102	316	3	Undirected
79	312	1	Undirected
337	356	1	Undirected
122	270	5	Undirected
170	251	1	Undirected
64	311	1	Undirected
235	498	1	Undirected
98	217	1	Undirected
72	96	3	Undirected
5	469	1	Undirected
75	316	1	Undirected
114	263	3	Undirected
257	261	1	Undirected
63	264	1	Undirected
242	258	1	Undirected
195	228	1	Undirected
7	80	1	Undirected
65	591	1	Undirected
127	478	1	Undirected
49	561	1	Undirected
175	219	1	Undirected
70	182	1	Undirected
19	518	1	Undirected
135	301	1	Undirected
17	77	1	Undirected
334	368	1	Undirected
22	82	2	Undirected
140	459	1	Undirected
28	231	1	Undirected
158	166	1	Undirected
143	377	1	Undirected
81	188	1	Undirected
73	194	1	Undirected
126	235	2	Undirected
88	222	3	Undirected
57	378	1	Undirected
14	382	1	Undirected
419	427	1	Undirected
100	478	1	Undirected
70	363	1	Undirected
243	252	1	Undirected
77	182	2	Undirected
123	452	1	Undirected
32	392	1	Undirected
28	290	1	Undirected
37	68	4	Undirected
1	45	3	Undirected
12	345	1	Undirected
162	523	1	Undirected
140	225	1	Undirected
377	385	1	Undirected
51	53	1	Undirected
40	79	1	Undirected
38	43	1	Undirected
300	458	1	Undirected
4	71	1	Undirected
23	328	1	Undirected
78	92	5	Undirected
93	383	1	Undirected
93	440	1	Undirected
61	68	1	Undirected
270	439	1	Undirected
46	186	1	Undirected
88	143	4	Undirected
116	502	1	Undirected
84	558	1	Undirected
135	240	1	Undirected
246	307	1	Undirected
112	198	1	Undirected
187	208	1	Undirected
356	362	1	Undirected
260	299	1	Undirected
162	597	1	Undirected
2	10	1	Undirected
244	249	1	Undirected
460	462	1	Undirected
65	237	2	Undirected
123	238	1	Undirected
157	233	1	Undirected
336	340	1	Undirected
108	282	1	Undirected
262	535	1	Undirected
47	132	1	Undirected
70	333	1	Undirected
114	336	1	Undirected
14	100	5	Undirected
34	195	1	Undirected
59	220	1	Undirected
18	99	1	Undirected
181	188	1	Undirected
14	462	2	Undirected
45	383	1	Undirected
500	502	1	Undirected
119	252	1	Undirected
115	361	1	Undirected
45	154	1	Undirected
29	47	1	Undirected
19	589	1	Undirected
518	527	1	Undirected
185	219	1	Undirected
214	509	1	Undirected
156	159	1	Undirected
446	458	1	Undirected
64	350	1	Undirected
38	81	4	Undirected
234	450	1	Undirected
208	214	1	Undirected
185	220	1	Undirected
32	348	1	Undirected
72	327	1	Undirected
113	537	1	Undirected
14	130	1	Undirected
32	354	1	Undirected
18	248	1	Undirected
108	186	1	Undirected
45	254	1	Undirected
491	500	1	Undirected
38	311	1	Undirected
112	294	1	Undirected
544	552	1	Undirected
122	141	2	Undirected
108	463	1	Undirected
124	418	1	Undirected
188	190	1	Undirected
14	299	1	Undirected
59	324	1	Undirected
25	57	1	Undirected
18	457	1	Undirected
251	393	1	Undirected
3	73	2	Undirected
92	231	1	Undirected
89	445	1	Undirected
340	342	1	Undirected
277	289	1	Undirected
66	160	2	Undirected
34	299	1	Undirected
138	165	1	Undirected
87	465	1	Undirected
40	41	1	Undirected
3	364	1	Undirected
233	267	1	Undirected
55	410	1	Undirected
48	284	1	Undirected
67	505	1	Undirected
65	440	1	Undirected
218	254	1	Undirected
84	270	3	Undirected
400	403	1	Undirected
56	62	1	Undirected
108	323	1	Undirected
106	138	1	Undirected
242	246	1	Undirected
79	573	1	Undirected
486	596	1	Undirected
114	535	1	Undirected
